Spends,Spends band,Fraud,Type of swipe
5601074.8,3,0,Online 
868640.5,3,0,Online 
100957.7,2,0,Online 
8534.8,1,0,Online 
11716483.6,3,0,Online 
526687,3,0,Online 
42786.3,1,0,Online 
673687.7,3,0,Online 
662570,3,0,Online 
112187.7,2,0,Online 
87594,2,0,Online 
889640.6,3,0,Online 
1269102.3,3,0,Online 
134760,2,0,Online 
30208.7,1,0,Online 
209888.7,3,0,Online 
361606,3,0,Online 
751287,3,0,Online 
606420,3,0,Online 
1413857,3,0,Online 
22235.4,1,0,Online 
505350,3,0,Online 
133075.5,2,0,Online 
340381.3,3,0,Online 
3020870,3,0,Online 
101070,2,0,Online 
460430,3,0,Online 
528820.7,3,0,Online 
5019810,3,0,Online 
11230,1,0,Online 
22460,1,0,Online 
412814.8,3,0,Online 
56150,1,0,Online 
437970,3,0,Online 
2303497.6,3,0,Online 
564532.1,3,0,Online 
235156.2,3,0,Online 
449200,3,0,Online 
458745.5,3,0,Online 
448077,3,0,Online 
6871637,3,0,Online 
425953.9,3,0,Online 
1010700,3,0,Online 
136332.2,2,0,Online 
637864,3,0,Online 
131727.9,2,0,Online 
70524.4,2,0,Online 
196637.3,3,0,Online 
9994.7,1,0,Online 
5220827,3,0,Online 
199332.5,3,0,Online 
464809.7,3,0,Online 
20101.7,1,0,Online 
22235.4,1,0,Online 
471660,3,0,Online 
5296180.3,3,0,Online 
55027,1,0,Online 
537355.5,3,0,Online 
88380.1,2,0,Online 
438194.6,3,0,Online 
145877.7,2,0,Online 
1039785.7,3,0,Online 
11230,1,0,Online 
11117.7,1,0,Online 
143856.3,2,0,Online 
192257.6,3,0,Online 
1673270,3,0,Online 
26839.7,1,0,Online 
247060,3,0,Online 
250990.5,3,0,Online 
42898600,3,0,Online 
8534.8,1,0,Online 
3238844.3,3,0,Online 
549147,3,0,Online 
3363272.7,3,0,Online 
122856.2,2,0,Online 
561387.7,3,0,Online 
6343265.5,3,0,Online 
2102256,3,0,Online 
89727.7,2,0,Online 
224038.5,3,0,Online 
505237.7,3,0,Online 
1994560.3,3,0,Online 
1313910,3,0,Online 
269520,3,0,Online 
85684.9,2,0,Online 
1168256.9,3,1,Online 
112187.7,2,0,Online 
14486.7,1,0,Online 
465034.3,3,0,Online 
673687.7,3,0,Online 
11230,1,0,Online 
8534.8,1,0,Online 
808560,3,0,Online 
91524.5,2,0,Online 
309723.4,3,0,Online 
1366241.8,3,0,Online 
8618463.5,3,0,Online 
20101.7,1,0,Online 
157893.8,2,0,Online 
583960,3,0,Online 
168337.7,2,0,Online 
332408,3,0,Online 
211124,3,0,Online 
1347.6,1,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
226284.5,3,0,Online 
9096.3,1,0,Online 
213370,3,0,Online 
56150,1,0,Online 
11230,1,0,Online 
285017.4,3,0,Online 
11230,1,0,Online 
1813195.8,3,0,Online 
472109.2,3,0,Online 
280637.7,3,0,Online 
30208.7,1,0,Online 
11230,1,0,Online 
729388.5,3,0,Online 
11230,1,0,Online 
3032100,3,0,Online 
11230,1,0,Online 
101070,2,0,Online 
88492.4,2,0,Online 
0,1,1,Online 
537355.5,3,0,Online 
63561.8,2,0,Online 
33353.1,1,0,Online 
640110,3,0,Online 
617650,3,0,Online 
118925.7,2,0,Online 
8647.1,1,0,Online 
561500,3,0,Online 
428986,3,0,Online 
1876869.9,3,0,Online 
246386.2,3,0,Online 
2244877,3,0,Online 
20101.7,1,0,Online 
115444.4,2,0,Online 
3389438.6,3,0,Online 
25042.9,1,0,Online 
350600.6,3,0,Online 
202140,3,0,Online 
369130.1,3,0,Online 
22235.4,1,0,Online 
168337.7,2,0,Online 
1065727,3,0,Online 
123530,2,0,Online 
330498.9,3,0,Online 
56037.7,1,0,Online 
784977,3,0,Online 
934223.7,3,0,Online 
193492.9,3,0,Online 
381820,3,0,Online 
1297963.4,3,0,Online 
1127267.4,3,0,Online 
86246.4,2,0,Online 
1860811,3,0,Online 
11230,1,0,Online 
1392520,3,0,Online 
11230,1,0,Online 
183498.2,3,0,Online 
224487.7,3,0,Online 
451670.6,3,0,Online 
56150,1,0,Online 
2807500,3,0,Online 
63674.1,2,0,Online 
56150,1,0,Online 
4385315,3,0,Online 
884025.6,3,0,Online 
129145,2,0,Online 
156995.4,2,0,Online 
3621675,3,0,Online 
53342.5,1,0,Online 
56150,1,0,Online 
550270,3,0,Online 
8961540,3,0,Online 
203824.5,3,0,Online 
15048.2,1,0,Online 
849324.9,3,0,Online 
1087064,3,0,Online 
1643061.3,3,0,Online 
9994.7,1,0,Online 
1312787,3,0,Online 
785987.7,3,0,Online 
213370,3,0,Online 
849661.8,3,0,Online 
2153352.5,3,0,Online 
234370.1,3,0,Online 
112187.7,2,0,Online 
14486.7,1,0,Online 
11230,1,0,Online 
437857.7,3,0,Online 
1036304.4,3,0,Online 
40315.7,1,0,Online 
11230,1,0,Online 
28973.4,1,0,Online 
393050,3,0,Online 
677281.3,3,0,Online 
22235.4,1,0,Online 
900870.6,3,0,Online 
269520,3,0,Online 
22235.4,1,0,Online 
19989.4,1,0,Online 
22460,1,0,Online 
70412.1,2,0,Online 
3398759.5,3,0,Online 
42112.5,1,0,Online 
534323.4,3,0,Online 
2243304.8,3,0,Online 
1218904.2,3,0,Online 
11230,1,0,Online 
292429.2,3,0,Online 
963534,3,0,Online 
145877.7,2,0,Online 
2625012.5,3,0,Online 
22347.7,1,0,Online 
11230,1,0,Online 
224600,3,0,Online 
9994.7,1,0,Online 
77487,2,0,Online 
85348,2,0,Online 
0,1,0,Online 
40091.1,1,0,Online 
626184.8,3,0,Online 
134760,2,0,Online 
89727.7,2,0,Online 
200792.4,3,0,Online 
2347856.1,3,0,Online 
169909.9,3,0,Online 
785987.7,3,0,Online 
3093191.2,3,0,Online 
336787.7,3,0,Online 
550270,3,0,Online 
782281.8,3,0,Online 
56037.7,1,0,Online 
561500,3,0,Online 
405852.2,3,0,Online 
454815,3,0,Online 
325670,3,0,Online 
80406.8,2,0,Online 
61091.2,2,0,Online 
381370.8,3,0,Online 
8647.1,1,0,Online 
11230000,3,0,Online 
61989.6,2,0,Online 
1673606.9,3,0,Online 
127123.6,2,0,Online 
2788072.1,3,0,Online 
299616.4,3,0,Online 
44807.7,1,0,Online 
112187.7,2,0,Online 
561500,3,0,Online 
20101.7,1,0,Online 
22235.4,1,0,Online 
100957.7,2,0,Online 
138241.3,2,0,Online 
14486.7,1,0,Online 
335777,3,0,Online 
291755.4,3,0,Online 
617537.7,3,0,Online 
300065.6,3,0,Online 
28973.4,1,0,Online 
9820859.6,3,0,Online 
11230,1,0,Online 
1344343.3,3,0,Online 
100283.9,2,0,Online 
163059.6,2,0,Online 
11230,1,0,Online 
11230000,3,0,Online 
1418798.2,3,0,Online 
3466027.2,3,0,Online 
336787.7,3,0,Online 
698618.3,3,0,Online 
204049.1,3,0,Online 
449087.7,3,0,Online 
326231.5,3,0,Online 
783741.7,3,0,Online 
279065.5,3,0,Online 
18934903,3,0,Online 
875940,3,0,Online 
9433.2,1,0,Online 
86695.6,2,0,Online 
694687.8,3,0,Online 
20101.7,1,0,Online 
482328.5,3,0,Online 
359360,3,0,Online 
22235.4,1,0,Online 
741180,3,0,Online 
252675,3,0,Online 
1100540,3,0,Online 
583960,3,0,Online 
40091.1,1,0,Online 
9994.7,1,0,Online 
279627,3,0,Online 
169011.5,3,0,Online 
22235.4,1,0,Online 
1908650.8,3,0,Online 
2129208,3,0,Online 
411018,3,0,Online 
6502170,3,0,Online 
11117.7,1,0,Online 
2029485.6,3,0,Online 
56150,1,0,Online 
560377,3,0,Online 
614842.5,3,0,Online 
381595.4,3,0,Online 
88267.8,2,0,Online 
314327.7,3,0,Online 
1303803,3,0,Online 
470312.4,3,0,Online 
56037.7,1,0,Online 
28973.4,1,0,Online 
11230,1,0,Online 
3587423.5,3,0,Online 
1536264,3,0,Online 
10248947.2,3,0,Online 
948935,3,0,Online 
280525.4,3,0,Online 
392488.5,3,0,Online 
605297,3,0,Online 
33577.7,1,0,Online 
22235.4,1,0,Online 
22235.4,1,0,Online 
134760,2,0,Online 
1684500,3,0,Online 
2152678.7,3,0,Online 
14486.7,1,0,Online 
1223508.5,3,0,Online 
12353,1,0,Online 
1078080,3,0,Online 
514895.5,3,0,Online 
344311.8,3,0,Online 
100957.7,2,0,Online 
404055.4,3,0,Online 
214493,3,0,Online 
9994.7,1,0,Online 
16957.3,1,0,Online 
174065,3,0,Online 
28075,1,0,Online 
134760,2,0,Online 
11117.7,1,0,Online 
224038.5,3,0,Online 
5861947.7,3,0,Online 
1998940,3,0,Online 
3520605,3,0,Online 
11230,1,0,Online 
67267.7,2,0,Online 
19989.4,1,0,Online 
254471.8,3,0,Online 
105786.6,2,0,Online 
14486.7,1,0,Online 
157220,2,0,Online 
898400,3,0,Online 
436285.5,3,0,Online 
1347936.9,3,0,Online 
112187.7,2,0,Online 
74118,2,0,Online 
336787.7,3,0,Online 
877287.6,3,0,Online 
2588290.4,3,0,Online 
280750,3,0,Online 
1277412.5,3,0,Online 
269520,3,0,Online 
93545.9,2,0,Online 
112187.7,2,0,Online 
11230,1,0,Online 
351162.1,3,0,Online 
602489.5,3,0,Online 
40428,1,0,Online 
1617120,3,0,Online 
22235.4,1,0,Online 
74118,2,0,Online 
774870,3,0,Online 
133075.5,2,0,Online 
50422.7,1,0,Online 
117016.6,2,0,Online 
285354.3,3,0,Online 
11230,1,0,Online 
9994.7,1,0,Online 
10168540.4,3,0,Online 
70299.8,2,0,Online 
179567.7,3,0,Online 
11230,1,0,Online 
290407.8,3,0,Online 
56150,1,0,Online 
1179150,3,0,Online 
7268954.4,3,0,Online 
402595.5,3,0,Online 
40203.4,1,0,Online 
213257.7,3,0,Online 
340381.3,3,0,Online 
76813.2,2,0,Online 
11230,1,0,Online 
65695.5,2,0,Online 
10881757.7,3,0,Online 
640671.5,3,0,Online 
1537611.6,3,0,Online 
1481237,3,0,Online 
2077550,3,0,Online 
33577.7,1,0,Online 
1603194.8,3,0,Online 
112187.7,2,0,Online 
215840.6,3,0,Online 
449200,3,0,Online 
179118.5,3,0,Online 
11230,1,0,Online 
157332.3,2,0,Online 
896041.7,3,0,Online 
774870,3,0,Online 
127123.6,2,0,Online 
112300,2,0,Online 
1886078.5,3,0,Online 
3295106.6,3,0,Online 
327916,3,0,Online 
998010.1,3,0,Online 
25042.9,1,0,Online 
119262.6,2,0,Online 
22235.4,1,0,Online 
277381,3,0,Online 
22235.4,1,0,Online 
561500,3,0,Online 
16845,1,0,Online 
224038.5,3,0,Online 
628880,3,0,Online 
8534.8,1,0,Online 
81529.8,2,0,Online 
9994.7,1,0,Online 
539040,3,0,Online 
1009577,3,0,Online 
224600,3,0,Online 
940287.9,3,0,Online 
410344.2,3,0,Online 
336787.7,3,0,Online 
331734.2,3,0,Online 
1078080,3,0,Online 
116904.3,2,0,Online 
57613269,3,0,Online 
1912469,3,0,Online 
36946.7,1,0,Online 
5428132.8,3,0,Online 
583960,3,0,Online 
604735.5,3,0,Online 
112187.7,2,0,Online 
437970,3,0,Online 
224600,3,0,Online 
11230,1,0,Online 
381932.3,3,0,Online 
5962680.8,3,0,Online 
224600,3,0,Online 
100957.7,2,0,Online 
2442188.1,3,0,Online 
7848871.6,3,0,Online 
1347600,3,0,Online 
16732.7,1,0,Online 
2944730.6,3,0,Online 
449200,3,0,Online 
168450,3,0,Online 
119599.5,2,0,Online 
2817382.4,3,0,Online 
11230,1,0,Online 
106235.8,2,0,Online 
536457.1,3,0,Online 
20101.7,1,0,Online 
168450,3,0,Online 
50422.7,1,0,Online 
302199.3,3,0,Online 
993855,3,0,Online 
168337.7,2,0,Online 
1310091.8,3,0,Online 
56150,1,0,Online 
381820,3,0,Online 
60978.9,2,0,Online 
138241.3,2,0,Online 
138241.3,2,0,Online 
123417.7,2,0,Online 
4366224,3,0,Online 
85797.2,2,0,Online 
3348786,3,0,Online 
793399.5,3,0,Online 
172942,3,0,Online 
20101.7,1,0,Online 
505350,3,0,Online 
78497.7,2,0,Online 
88604.7,2,0,Online 
290070.9,3,0,Online 
1886640,3,0,Online 
56037.7,1,0,Online 
711982,3,0,Online 
202027.7,3,0,Online 
842137.7,3,0,Online 
912100.6,3,0,Online 
9994.7,1,0,Online 
23695.3,1,0,Online 
2055090,3,0,Online 
224600,3,0,Online 
172605.1,3,0,Online 
22460,1,0,Online 
129145,2,0,Online 
269520,3,0,Online 
929394.8,3,0,Online 
1686746,3,0,Online 
129145,2,0,Online 
561500,3,0,Online 
9994.7,1,0,Online 
1593986.2,3,0,Online 
931865.4,3,0,Online 
22235.4,1,0,Online 
2624226.4,3,0,Online 
906710.2,3,0,Online 
505350,3,0,Online 
561387.7,3,0,Online 
22235.4,1,0,Online 
3207512.6,3,0,Online 
22235.4,1,0,Online 
434601,3,0,Online 
102417.6,2,0,Online 
3609546.6,3,0,Online 
3795740,3,0,Online 
160813.6,2,0,Online 
20101.7,1,0,Online 
44920,1,0,Online 
11117.7,1,0,Online 
168337.7,2,0,Online 
8534.8,1,0,Online 
825405,3,0,Online 
11230,1,0,Online 
561500,3,0,Online 
224600,3,0,Online 
134760,2,0,Online 
9994.7,1,0,Online 
190797.7,3,0,Online 
98936.3,2,0,Online 
96465.7,2,0,Online 
57946.8,2,0,Online 
112300,2,0,Online 
786100,3,0,Online 
33577.7,1,0,Online 
37957.4,1,0,Online 
7809454.3,3,0,Online 
8647.1,1,0,Online 
6279366.8,3,0,Online 
1845875.1,3,0,Online 
280750,3,0,Online 
21337,1,0,Online 
110503.2,2,0,Online 
20101.7,1,0,Online 
79508.4,2,0,Online 
5615,1,0,Online 
5446550,3,0,Online 
1150064.3,3,0,Online 
860442.6,3,0,Online 
167888.5,2,0,Online 
941635.5,3,0,Online 
225723,3,0,Online 
6033654.4,3,0,Online 
628880,3,0,Online 
50422.7,1,0,Online 
1863955.4,3,0,Online 
64460.2,2,0,Online 
469077.1,3,0,Online 
10668500,3,0,Online 
258177.7,3,0,Online 
103428.3,2,0,Online 
11230,1,0,Online 
936694.3,3,0,Online 
8571297.5,3,0,Online 
170246.8,3,0,Online 
1684500,3,0,Online 
49973.5,1,0,Online 
245375.5,3,0,Online 
100957.7,2,0,Online 
44920,1,0,Online 
2414225.4,3,0,Online 
510740.4,3,0,Online 
1348835.3,3,0,Online 
44695.4,1,0,Online 
11117.7,1,0,Online 
1400493.3,3,0,Online 
20101.7,1,0,Online 
6208954.7,3,0,Online 
894132.6,3,0,Online 
904015,3,0,Online 
89727.7,2,0,Online 
19989.4,1,0,Online 
966790.7,3,0,Online 
59406.7,2,0,Online 
112187.7,2,0,Online 
2077550,3,0,Online 
598109.8,3,0,Online 
138241.3,2,0,Online 
22460,1,0,Online 
2613782.5,3,0,Online 
11365658.4,3,0,Online 
534548,3,0,Online 
180353.8,3,0,Online 
76027.1,2,0,Online 
30208.7,1,0,Online 
20101.7,1,0,Online 
145877.7,2,0,Online 
831581.5,3,0,Online 
101070,2,0,Online 
381820,3,0,Online 
14486.7,1,0,Online 
3071405,3,0,Online 
853480,3,0,Online 
1175331.8,3,0,Online 
10720607.2,3,0,Online 
2195465,3,0,Online 
8534.8,1,0,Online 
473456.8,3,0,Online 
103652.9,2,0,Online 
35936,1,0,Online 
1605890,3,0,Online 
449200,3,0,Online 
307814.3,3,0,Online 
301862.4,3,0,Online 
452569,3,0,Online 
20101.7,1,0,Online 
133075.5,2,0,Online 
11230,1,0,Online 
11117.7,1,0,Online 
16845,1,0,Online 
22347.7,1,0,Online 
2467455.6,3,0,Online 
168450,3,0,Online 
17294.2,1,0,Online 
855950.6,3,0,Online 
168450,3,0,Online 
11117.7,1,0,Online 
127460.5,2,0,Online 
845619,3,0,Online 
9994.7,1,0,Online 
28973.4,1,0,Online 
22460,1,0,Online 
9994.7,1,0,Online 
8310.2,1,0,Online 
213257.7,3,0,Online 
1233166.3,3,0,Online 
138241.3,2,0,Online 
19989.4,1,0,Online 
7748.7,1,0,Online 
14486.7,1,0,Online 
818330.1,3,0,Online 
168450,3,0,Online 
415510,3,0,Online 
22235.4,1,0,Online 
163958,2,0,Online 
168337.7,2,0,Online 
2107197.2,3,0,Online 
347007,3,0,Online 
49524.3,1,0,Online 
22235.4,1,0,Online 
30545.6,1,0,Online 
493558.5,3,0,Online 
3054672.3,3,0,Online 
2020389.3,3,0,Online 
44920,1,0,Online 
22347.7,1,0,Online 
11230,1,0,Online 
315899.9,3,0,Online 
101406.9,2,0,Online 
168225.4,2,0,Online 
898400,3,0,Online 
11230,1,0,Online 
50422.7,1,0,Online 
1714259.5,3,0,Online 
111738.5,2,0,Online 
72995,2,0,Online 
224600,3,0,Online 
403157,3,0,Online 
50422.7,1,0,Online 
749602.5,3,0,Online 
5615000,3,0,Online 
7748.7,1,0,Online 
673687.7,3,0,Online 
336787.7,3,0,Online 
93545.9,2,0,Online 
168450,3,0,Online 
766222.9,3,0,Online 
11230,1,0,Online 
796768.5,3,0,Online 
20101.7,1,0,Online 
9861736.8,3,0,Online 
421125,3,0,Online 
168450,3,0,Online 
1038775,3,0,Online 
443809.6,3,0,Online 
250878.2,3,0,Online 
1459900,3,0,Online 
1235300,3,0,Online 
11230,1,0,Online 
145877.7,2,0,Online 
1847335,3,0,Online 
2246000,3,0,Online 
2813115,3,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
1775238.4,3,0,Online 
280750,3,0,Online 
481767,3,0,Online 
88267.8,2,0,Online 
44920,1,0,Online 
56150,1,0,Online 
807998.5,3,0,Online 
668185,3,0,Online 
336900,3,0,Online 
112300,2,0,Online 
37957.4,1,0,Online 
112300,2,0,Online 
33577.7,1,0,Online 
887170,3,0,Online 
1232829.4,3,0,Online 
42674,1,0,Online 
176535.6,3,0,Online 
239535.9,3,0,Online 
1364445,3,0,Online 
222354,3,0,Online 
44021.6,1,0,Online 
151380.4,2,0,Online 
1647328.7,3,0,Online 
76364,2,0,Online 
617650,3,0,Online 
1691350.3,3,0,Online 
1606002.3,3,0,Online 
11117.7,1,0,Online 
11230,1,0,Online 
1016090.4,3,0,Online 
530729.8,3,0,Online 
2326743.7,3,0,Online 
11230,1,0,Online 
385189,3,0,Online 
49412,1,0,Online 
224038.5,3,0,Online 
11230,1,0,Online 
127685.1,2,0,Online 
398552.7,3,0,Online 
44920,1,0,Online 
100957.7,2,0,Online 
446954,3,0,Online 
5141543.2,3,0,Online 
317809,3,0,Online 
20101.7,1,0,Online 
891886.6,3,0,Online 
205509,3,0,Online 
298718,3,0,Online 
168450,3,0,Online 
122294.7,2,0,Online 
138241.3,2,0,Online 
2279690,3,0,Online 
767907.4,3,0,Online 
22460,1,0,Online 
11230,1,0,Online 
724896.5,3,0,Online 
16845,1,0,Online 
1650810,3,0,Online 
1167920,3,0,Online 
416408.4,3,0,Online 
583847.7,3,0,Online 
202027.7,3,0,Online 
1111770,3,0,Online 
18181370,3,0,Online 
1242038,3,0,Online 
9994.7,1,0,Online 
321851.8,3,0,Online 
305568.3,3,0,Online 
207305.8,3,0,Online 
336787.7,3,0,Online 
16283.5,1,0,Online 
145428.5,2,0,Online 
504788.5,3,0,Online 
762180.1,3,0,Online 
2517316.8,3,0,Online 
54240.9,1,0,Online 
1899442.2,3,0,Online 
100957.7,2,0,Online 
44920,1,0,Online 
14486.7,1,0,Online 
58957.5,2,0,Online 
112187.7,2,0,Online 
116118.2,2,0,Online 
330049.7,3,0,Online 
170808.3,3,0,Online 
145877.7,2,0,Online 
112300,2,0,Online 
1078080,3,0,Online 
2902505.8,3,0,Online 
224600,3,0,Online 
336787.7,3,0,Online 
1588258.9,3,0,Online 
85909.5,2,0,Online 
5985590,3,0,Online 
2121347,3,0,Online 
25604.4,1,0,Online 
93658.2,2,0,Online 
347680.8,3,0,Online 
930967,3,0,Online 
112187.7,2,0,Online 
1122887.7,3,0,Online 
561500,3,0,Online 
404280,3,0,Online 
11230,1,0,Online 
112187.7,2,0,Online 
710072.9,3,0,Online 
42674,1,0,Online 
84112.7,2,0,Online 
112300,2,0,Online 
262332.8,3,0,Online 
106460.4,2,0,Online 
18934903,3,0,Online 
176647.9,3,0,Online 
247060,3,0,Online 
44807.7,1,0,Online 
224600,3,0,Online 
224038.5,3,0,Online 
1971988,3,0,Online 
9994.7,1,0,Online 
1774340,3,0,Online 
49861.2,1,0,Online 
1792195.7,3,0,Online 
56262.3,2,0,Online 
20101.7,1,0,Online 
224038.5,3,0,Online 
341616.6,3,0,Online 
40315.7,1,0,Online 
168450,3,0,Online 
1581857.8,3,0,Online 
2448140,3,0,Online 
168450,3,0,Online 
336563.1,3,0,Online 
59743.6,2,0,Online 
729837.7,3,0,Online 
20101.7,1,0,Online 
2636804,3,0,Online 
8534.8,1,0,Online 
228193.6,3,0,Online 
1068759.1,3,0,Online 
1110534.7,3,0,Online 
105337.4,2,0,Online 
278840.9,3,0,Online 
9994.7,1,0,Online 
673800,3,0,Online 
1235300,3,0,Online 
21000.1,1,0,Online 
67267.7,2,0,Online 
22235.4,1,0,Online 
14486.7,1,0,Online 
81417.5,2,0,Online 
26502.8,1,0,Online 
21561.6,1,0,Online 
1010587.7,3,0,Online 
106572.7,2,0,Online 
121059.4,2,0,Online 
2537980,3,0,Online 
717597,3,0,Online 
1931560,3,0,Online 
8534.8,1,0,Online 
755779,3,0,Online 
976223.9,3,0,Online 
431232,3,0,Online 
14486.7,1,0,Online 
121059.4,2,0,Online 
2635793.3,3,0,Online 
4178795.3,3,0,Online 
176872.5,3,0,Online 
617650,3,0,Online 
179567.7,3,0,Online 
308825,3,0,Online 
673800,3,0,Online 
1036416.7,3,0,Online 
159802.9,2,0,Online 
2020838.5,3,0,Online 
3523861.7,3,0,Online 
561500,3,0,Online 
1010587.7,3,0,Online 
336338.5,3,0,Online 
151492.7,2,0,Online 
6407164.2,3,0,Online 
1112893,3,0,Online 
336338.5,3,0,Online 
2592108.6,3,0,Online 
11230,1,0,Online 
60192.8,2,0,Online 
319493.5,3,0,Online 
22460,1,0,Online 
371600.7,3,0,Online 
20101.7,1,0,Online 
729950,3,0,Online 
22235.4,1,0,Online 
7137114.2,3,0,Online 
11230,1,0,Online 
60192.8,2,0,Online 
898175.4,3,0,Online 
887170,3,0,Online 
11117.7,1,0,Online 
90513.8,2,0,Online 
407199.8,3,0,Online 
8534.8,1,0,Online 
1723692.7,3,0,Online 
1047197.5,3,0,Online 
69064.5,2,0,Online 
340381.3,3,0,Online 
11230,1,0,Online 
369691.6,3,0,Online 
11574536.4,3,0,Online 
1077967.7,3,0,Online 
1567595.7,3,0,Online 
213370,3,0,Online 
224038.5,3,0,Online 
11230,1,0,Online 
959828.1,3,0,Online 
339595.2,3,0,Online 
224038.5,3,0,Online 
41551,1,0,Online 
36946.7,1,0,Online 
449200,3,0,Online 
336338.5,3,0,Online 
480756.3,3,0,Online 
3166860,3,0,Online 
336338.5,3,1,Online 
11230,1,0,Online 
56150,1,0,Online 
227856.7,3,0,Online 
196974.2,3,0,Online 
224.6,1,0,Online 
80182.2,2,0,Online 
53230.2,1,0,Online 
76251.7,2,0,Online 
3241988.7,3,0,Online 
171257.5,3,0,Online 
403718.5,3,0,Online 
471660,3,0,Online 
1408803.5,3,0,Online 
1123000,3,0,Online 
449200,3,0,Online 
33577.7,1,0,Online 
531291.3,3,0,Online 
1557376.4,3,0,Online 
1139845,3,0,Online 
1123000,3,0,Online 
112187.7,2,0,Online 
1740650,3,0,Online 
336900,3,0,Online 
1739527,3,0,Online 
100733.1,2,0,Online 
103091.4,2,0,Online 
67267.7,2,0,Online 
3866376.7,3,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
168450,3,0,Online 
303322.3,3,0,Online 
126562.1,2,0,Online 
11129042.3,3,0,Online 
30208.7,1,0,Online 
11230,1,0,Online 
1325140,3,0,Online 
43235.5,1,0,Online 
3428519,3,0,Online 
176872.5,3,0,Online 
6398854,3,0,Online 
0,1,0,Online 
1970865,3,0,Online 
14486.7,1,0,Online 
22235.4,1,0,Online 
1111770,3,0,Online 
655832,3,0,Online 
6150446.4,3,0,Online 
112187.7,2,0,Online 
102080.7,2,0,Online 
85011.1,2,0,Online 
11230,1,0,Online 
9545.5,1,0,Online 
11230,1,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
481542.4,3,0,Online 
674473.8,3,0,Online 
91973.7,2,0,Online 
27962.7,1,0,Online 
278167.1,3,0,Online 
162273.5,2,0,Online 
224600,3,0,Online 
280750,3,0,Online 
444708,3,0,Online 
101406.9,2,0,Online 
93545.9,2,0,Online 
2548648.5,3,0,Online 
561387.7,3,0,Online 
825966.5,3,0,Online 
964657,3,0,Online 
207642.7,3,0,Online 
98374.8,2,0,Online 
176311,3,0,Online 
1213963,3,0,Online 
14486.7,1,0,Online 
172605.1,3,0,Online 
20101.7,1,0,Online 
83214.3,2,0,Online 
2244652.4,3,0,Online 
240209.7,3,0,Online 
2540562.9,3,0,Online 
162835,2,0,Online 
6693753.8,3,0,Online 
11230,1,0,Online 
11230,1,0,Online 
149134.4,2,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
442237.4,3,0,Online 
3341598.8,3,0,Online 
4257629.9,3,0,Online 
20101.7,1,0,Online 
9994.7,1,0,Online 
488505,3,0,Online 
1735596.5,3,0,Online 
138241.3,2,0,Online 
146326.9,2,0,Online 
246610.8,3,0,Online 
507259.1,3,0,Online 
250878.2,3,0,Online 
336787.7,3,0,Online 
1156577.7,3,0,Online 
5805910,3,0,Online 
651340,3,0,Online 
224038.5,3,0,Online 
280188.5,3,0,Online 
70075.2,2,0,Online 
2240385,3,0,Online 
223477,3,0,Online 
332857.2,3,0,Online 
1727960.1,3,0,Online 
291418.5,3,0,Online 
145428.5,2,0,Online 
16395.8,1,0,Online 
22010.8,1,0,Online 
110952.4,2,0,Online 
436959.3,3,0,Online 
641457.6,3,0,Online 
133075.5,2,0,Online 
47278.3,1,0,Online 
3665247.4,3,0,Online 
10423686,3,0,Online 
4604.3,1,0,Online 
297595,3,0,Online 
889303.7,3,0,Online 
693789.4,3,0,Online 
9994.7,1,0,Online 
1010700,3,0,Online 
1571638.5,3,0,Online 
1170166,3,0,Online 
898175.4,3,0,Online 
5615000,3,0,Online 
11230,1,0,Online 
520622.8,3,0,Online 
224600,3,0,Online 
566216.6,3,0,Online 
560938.5,3,0,Online 
7004151,3,0,Online 
7217184.1,3,0,Online 
151492.7,2,0,Online 
1291450,3,0,Online 
144193.2,2,0,Online 
6697459.7,3,0,Online 
11230,1,0,Online 
1527280,3,0,Online 
112187.7,2,0,Online 
1166684.7,3,0,Online 
897838.5,3,0,Online 
280750,3,0,Online 
118925.7,2,0,Online 
692441.8,3,0,Online 
1229572.7,3,0,Online 
77150.1,2,0,Online 
96802.6,2,0,Online 
111738.5,2,0,Online 
73107.3,2,0,Online 
424494,3,0,Online 
8534.8,1,0,Online 
475590.5,3,0,Online 
8534.8,1,0,Online 
187316.4,3,0,Online 
471772.3,3,0,Online 
1235861.5,3,0,Online 
93321.3,2,0,Online 
778800.5,3,0,Online 
457510.2,3,0,Online 
8534.8,1,0,Online 
729950,3,0,Online 
581152.5,3,0,Online 
9994.7,1,0,Online 
685479.2,3,0,Online 
129145,2,0,Online 
50422.7,1,0,Online 
1400381,3,0,Online 
111963.1,2,0,Online 
44123006.9,3,0,Online 
1560970,3,0,Online 
383616.8,3,0,Online 
78497.7,2,0,Online 
1138722,3,0,Online 
93658.2,2,0,Online 
1639580,3,0,Online 
1162866.5,3,0,Online 
190797.7,3,0,Online 
357787.8,3,0,Online 
785987.7,3,0,Online 
28075,1,0,Online 
468964.8,3,0,Online 
112187.7,2,0,Online 
43347.8,1,0,Online 
1117385,3,0,Online 
801709.7,3,0,Online 
137567.5,2,0,Online 
40203.4,1,0,Online 
